"genus_species","size_class","year","shark_in_video","sec_investigating_circling","sec_passing","sec_feeding","sec_total","frac_investigating_circling","frac_passing","frac_feeding","bout","bite","habitat","depth","log_depth","total_time_shark_present_frame","log_total_time_shark_present_frame","n_frame_total","log_n_frame_total","video"
"Lethrinus semicinctus","Small","2004","absent",8.4,2.4,1,11.8,0.711864406779661,0.203389830508475,0.0847457627118644,1,2,"reef",23,3.13549421592915,0,-Inf,6,1.79175946922805,"ASH5_5"
"Lethrinus semicinctus","Small","2004","absent",0,7.8,0.8,8.6,0,0.906976744186047,0.0930232558139535,1,2,"reef",23,3.13549421592915,0,-Inf,6,1.79175946922805,"ASH5_5"
"Lethrinus semicinctus","Small","2004","absent",3.2,3,0,6.2,0.516129032258065,0.483870967741935,0,0,0,"reef",23,3.13549421592915,0,-Inf,6,1.79175946922805,"ASH5_5"
"Lethrinus sp","Small","2004","absent",0,1.8,0,1.8,0,1,0,0,0,"reef",31,3.43398720448515,0,-Inf,1,0,"ASH1_4"
"Lethrinus sp","Small","2004","absent",2,2.4,0,4.4,0.454545454545455,0.545454545454545,0,0,0,"reef",31,3.43398720448515,0,-Inf,1,0,"ASH1_4"
"Lutjanus decussatus","Small","2004","absent",0,11,0,11,0,1,0,0,0,"reef",31,3.43398720448515,0,-Inf,1,0,"ASH1_4"
"Lutjanus decussatus","Small","2004","absent",0,14.2,0,14.2,0,1,0,0,0,"reef",31,3.43398720448515,0,-Inf,1,0,"ASH1_4"
"Lutjanus decussatus","Small","2004","absent",0,3.6,0,3.6,0,1,0,0,0,"reef",31,3.43398720448515,0,-Inf,1,0,"ASH1_4"
"Lutjanus decussatus","Small","2004","absent",0,6.6,0,6.6,0,1,0,0,0,"reef",31,3.43398720448515,0,-Inf,1,0,"ASH1_4"
"Lutjanus decussatus","Small","2004","absent",0,11.8,0,11.8,0,1,0,0,0,"reef",31,3.43398720448515,0,-Inf,1,0,"ASH1_4"
"Lethrinus sp","Small","2004","absent",0,13.8,0,13.8,0,1,0,0,0,"reef",31,3.43398720448515,0,-Inf,4,1.38629436111989,"ASH1_4"
"Lutjanus decussatus","Small","2004","absent",0,9.2,0,9.2,0,1,0,0,0,"reef",31,3.43398720448515,0,-Inf,4,1.38629436111989,"ASH1_4"
"Lutjanus decussatus","Small","2004","absent",0,4.4,0,4.4,0,1,0,0,0,"reef",31,3.43398720448515,0,-Inf,1,0,"ASH1_4"
"Lutjanus decussatus","Small","2004","absent",0,3,0,3,0,1,0,0,0,"reef",31,3.43398720448515,0,-Inf,1,0,"ASH1_4"
"Variola albimarginata","Small","2004","absent",3.4,3.2,0,6.6,0.515151515151515,0.484848484848485,0,0,0,"reef",31,3.43398720448515,0,-Inf,4,1.38629436111989,"ASH1_4"
"Variola albimarginata","Small","2004","absent",16.6,2.6,0,19.2,0.864583333333333,0.135416666666667,0,0,0,"reef",31,3.43398720448515,0,-Inf,4,1.38629436111989,"ASH1_4"
"Variola albimarginata","Small","2004","absent",14.2,1,0,15.2,0.93421052631579,0.0657894736842105,0,0,0,"reef",31,3.43398720448515,0,-Inf,4,1.38629436111989,"ASH1_4"
"Variola albimarginata","Small","2004","absent",0,3,0,3,0,1,0,0,0,"reef",31,3.43398720448515,0,-Inf,4,1.38629436111989,"ASH1_4"
"Variola albimarginata","Small","2004","absent",3,1.2,0,4.2,0.714285714285714,0.285714285714286,0,0,0,"reef",31,3.43398720448515,0,-Inf,3,1.09861228866811,"ASH1_4"
"Variola albimarginata","Small","2004","absent",1.2,1,0,2.2,0.545454545454545,0.454545454545455,0,0,0,"reef",31,3.43398720448515,0,-Inf,3,1.09861228866811,"ASH1_4"
"Lethrinus sp","Small","2004","absent",0,1.2,0,1.2,0,1,0,0,0,"near reef",43,3.76120011569356,0,-Inf,2,0.693147180559945,"ASH7_5"
"Lethrinus sp","Small","2004","absent",0,26.4,0,26.4,0,1,0,0,0,"near reef",43,3.76120011569356,0,-Inf,2,0.693147180559945,"ASH7_5"
"Lethrinus sp","Small","2004","absent",0,21.2,0,21.2,0,1,0,0,0,"near reef",43,3.76120011569356,0,-Inf,1,0,"ASH7_5"
"Lethrinus rubrioperculatus","Small","2004","absent",0,3,0,3,0,1,0,0,0,"near reef",43,3.76120011569356,0,-Inf,1,0,"ASH7_5"
"Lethrinus rubrioperculatus","Small","2004","absent",0,1.2,0,1.2,0,1,0,0,0,"near reef",43,3.76120011569356,0,-Inf,1,0,"ASH7_5"
"Lethrinus rubrioperculatus","Small","2004","absent",13,5.6,4.6,23.2,0.560344827586207,0.241379310344828,0.198275862068965,4,10,"near reef",43,3.76120011569356,0,-Inf,3,1.09861228866811,"ASH7_5"
"Lethrinus rubrioperculatus","Small","2004","absent",4.2,2.2,2.6,9,0.466666666666667,0.244444444444444,0.288888888888889,1,4,"near reef",43,3.76120011569356,0,-Inf,3,1.09861228866811,"ASH7_5"
"Lethrinus rubrioperculatus","Small","2004","absent",0.6,2.8,1.6,5,0.12,0.56,0.32,2,5,"near reef",43,3.76120011569356,0,-Inf,3,1.09861228866811,"ASH7_5"
"Aprion virescens","Large","2004","absent",0,3.2,0,3.2,0,1,0,0,0,"near reef",43,3.76120011569356,0,-Inf,1,0,"ASH7_5"
"Aprion virescens","Large","2004","absent",0,1.8,0,1.8,0,1,0,0,0,"near reef",43,3.76120011569356,0,-Inf,1,0,"ASH7_5"
"Gymnocranius grandoculis","Medium","2004","absent",66.2,7.2,4.6,78,0.848717948717949,0.0923076923076923,0.058974358974359,2,7,"near reef",27,3.29583686600433,0,-Inf,2,0.693147180559945,"ASH5_1"
"Lethrinus rubrioperculatus","Small","2004","absent",0,13.8,0,13.8,0,1,0,0,0,"near reef",27,3.29583686600433,0,-Inf,2,0.693147180559945,"ASH5_1"
"Lethrinus rubrioperculatus","Small","2004","absent",0,20.2,0,20.2,0,1,0,0,0,"near reef",27,3.29583686600433,0,-Inf,2,0.693147180559945,"ASH5_1"
"Gymnocranius grandoculis","Medium","2004","absent",87.2,15.2,4.2,106.6,0.818011257035647,0.142589118198874,0.0393996247654784,4,6,"near reef",27,3.29583686600433,0,-Inf,4,1.38629436111989,"ASH5_1"
"Gymnocranius grandoculis","Medium","2004","absent",39.6,16.4,0,56,0.707142857142857,0.292857142857143,0,0,0,"near reef",27,3.29583686600433,0,-Inf,4,1.38629436111989,"ASH5_1"
"Gymnocranius grandoculis","Medium","2004","absent",0,4.6,0,4.6,0,1,0,0,0,"near reef",27,3.29583686600433,0,-Inf,4,1.38629436111989,"ASH5_1"
"Lethrinus rubrioperculatus","Small","2004","absent",9,13.8,0,22.8,0.394736842105263,0.605263157894737,0,0,0,"near reef",27,3.29583686600433,0,-Inf,4,1.38629436111989,"ASH5_1"
"Lethrinus rubrioperculatus","Small","2004","absent",0,12.6,0,12.6,0,1,0,0,0,"near reef",27,3.29583686600433,0,-Inf,3,1.09861228866811,"ASH5_1"
"Lethrinus rubrioperculatus","Small","2004","absent",23.2,12,0,35.2,0.659090909090909,0.340909090909091,0,0,0,"near reef",27,3.29583686600433,0,-Inf,4,1.38629436111989,"ASH5_1"
"Gymnocranius grandoculis","Medium","2004","absent",18.6,16.4,0,35,0.531428571428571,0.468571428571429,0,0,0,"near reef",27,3.29583686600433,0,-Inf,4,1.38629436111989,"ASH5_1"
"Gymnocranius grandoculis","Medium","2004","absent",11.4,18.6,0,30,0.38,0.62,0,0,0,"near reef",27,3.29583686600433,0,-Inf,2,0.693147180559945,"ASH5_1"
"Gymnocranius grandoculis","Medium","2004","absent",12.8,16,0,28.8,0.444444444444444,0.555555555555556,0,0,0,"near reef",27,3.29583686600433,0,-Inf,2,0.693147180559945,"ASH5_1"
"Gymnocranius grandoculis","Medium","2004","absent",2.2,11.6,0,13.8,0.159420289855072,0.840579710144927,0,0,0,"near reef",27,3.29583686600433,0,-Inf,2,0.693147180559945,"ASH5_1"
"Gymnocranius grandoculis","Medium","2004","absent",29.4,4.8,0,34.2,0.859649122807018,0.140350877192982,0,0,0,"near reef",27,3.29583686600433,0,-Inf,2,0.693147180559945,"ASH5_1"
"Gymnocranius grandoculis","Medium","2004","absent",18.8,4.8,0,23.6,0.796610169491525,0.203389830508475,0,0,0,"near reef",27,3.29583686600433,0,-Inf,2,0.693147180559945,"ASH5_1"
"Lethrinus rubrioperculatus","Small","2016","absent",0,11.8,0,11.8,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,6,1.79175946922805,"ASH059"
"Lutjanus vitta","Small","2016","absent",1.2,17.2,0,18.4,0.0652173913043478,0.934782608695652,0,0,0,"near reef",30,3.40119738166216,0,-Inf,6,1.79175946922805,"ASH059"
"Lethrinus rubrioperculatus","Small","2016","absent",0,11.6,0,11.6,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,6,1.79175946922805,"ASH059"
"Lethrinus rubrioperculatus","Small","2016","absent",0,7.4,0,7.4,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,3,1.09861228866811,"ASH059"
"Lutjanus vitta","Small","2016","absent",0,1,0,1,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,1,0,"ASH059"
"Lutjanus vitta","Small","2016","absent",0,25.2,0,25.2,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,1,0,"ASH059"
"Gymnocranius grandoculis","Medium","2016","absent",0,8,0,8,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,1,0,"ASH059"
"Gymnocranius grandoculis","Medium","2016","absent",0,6,0,6,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,3,1.09861228866811,"ASH059"
"Gymnocranius grandoculis","Medium","2016","absent",0,5.8,0,5.8,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,3,1.09861228866811,"ASH059"
"Lutjanus vitta","Small","2016","absent",15,3.6,0,18.6,0.806451612903226,0.193548387096774,0,0,0,"near reef",30,3.40119738166216,0,-Inf,3,1.09861228866811,"ASH059"
"Gymnocranius grandoculis","Medium","2016","absent",0,11,0,11,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,3,1.09861228866811,"ASH059"
"Lutjanus vitta","Small","2016","absent",0,5.6,0,5.6,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,2,0.693147180559945,"ASH059"
"Lethrinus rubrioperculatus","Small","2016","absent",0,14.8,0,14.8,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,6,1.79175946922805,"ASH059"
"Lethrinus rubrioperculatus","Small","2016","absent",0,14.8,0,14.8,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,6,1.79175946922805,"ASH059"
"Lethrinus rubrioperculatus","Small","2016","absent",0,25.6,0,25.6,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,6,1.79175946922805,"ASH059"
"Lethrinus rubrioperculatus","Small","2016","absent",0,24.2,0,24.2,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,6,1.79175946922805,"ASH059"
"Lethrinus rubrioperculatus","Small","2016","absent",0,9.2,0,9.2,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,6,1.79175946922805,"ASH059"
"Gymnocranius grandoculis","Medium","2016","absent",0,13.9,0,13.9,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,6,1.79175946922805,"ASH059"
"Lethrinus rubrioperculatus","Small","2016","absent",0,12.08,0,12.08,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,1,0,"ASH059"
"Gymnocranius grandoculis","Medium","2016","absent",0,6.93,0,6.93,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,2,0.693147180559945,"ASH059"
"Lethrinus rubrioperculatus","Small","2016","absent",0,3.764,0,3.764,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,2,0.693147180559945,"ASH059"
"Lethrinus rubrioperculatus","Small","2016","absent",0,8,0,8,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,2,0.693147180559945,"ASH059"
"Gymnocranius grandoculis","Medium","2016","absent",0,11.2,0,11.2,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,2,0.693147180559945,"ASH059"
"Lethrinus rubrioperculatus","Small","2016","absent",0,2.4,0,2.4,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,2,0.693147180559945,"ASH059"
"Lethrinus rubrioperculatus","Small","2016","absent",0,3.6,0,3.6,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,2,0.693147180559945,"ASH059"
"Gymnocranius grandoculis","Medium","2016","absent",0,12.8,0,12.8,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,2,0.693147180559945,"ASH059"
"Lethrinus rubrioperculatus","Small","2016","absent",0,8.2,0,8.2,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,1,0,"ASH059"
"Lethrinus rubrioperculatus","Small","2016","absent",0,9.4,0,9.4,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,1,0,"ASH059"
"Lethrinus rubrioperculatus","Small","2016","absent",0,5.8,0,5.8,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,1,0,"ASH059"
"Lethrinus rubrioperculatus","Small","2016","absent",0,5.6,0,5.6,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,1,0,"ASH059"
"Gymnocranius grandoculis","Medium","2016","absent",0,8.6,0,8.6,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,5,1.6094379124341,"ASH059"
"Gymnocranius grandoculis","Medium","2016","absent",0,3.4,0,3.4,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,5,1.6094379124341,"ASH059"
"Lethrinus rubrioperculatus","Small","2016","absent",0,4.2,0,4.2,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,5,1.6094379124341,"ASH059"
"Lethrinus rubrioperculatus","Small","2016","absent",0,3.8,0,3.8,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,5,1.6094379124341,"ASH059"
"Lethrinus rubrioperculatus","Small","2016","absent",0,1.6,0,1.6,0,1,0,0,0,"near reef",30,3.40119738166216,0,-Inf,5,1.6094379124341,"ASH059"
"Carangoides orthogrammus","Medium","2016","absent",15.2,4,0,19.2,0.791666666666667,0.208333333333333,0,0,0,"near reef",25,3.2188758248682,0,-Inf,2,0.693147180559945,"ASH055"
"Carangoides orthogrammus","Medium","2016","absent",0,2.2,0,2.2,0,1,0,0,0,"near reef",25,3.2188758248682,0,-Inf,2,0.693147180559945,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",0,17,7,24,0,0.708333333333333,0.291666666666667,9,9,"near reef",25,3.2188758248682,0,-Inf,12,2.484906649788,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",14.8,1,2.8,18.6,0.795698924731183,0.053763440860215,0.150537634408602,0,0,"near reef",25,3.2188758248682,0,-Inf,12,2.484906649788,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",1.8,1.4,0,3.2,0.5625,0.4375,0,0,0,"near reef",25,3.2188758248682,0,-Inf,7,1.94591014905531,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",41,1.2,2,44.2,0.927601809954751,0.0271493212669683,0.0452488687782805,0,0,"near reef",25,3.2188758248682,0,-Inf,21,3.04452243772342,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",1.4,1.2,0,2.6,0.538461538461539,0.461538461538462,0,0,0,"near reef",25,3.2188758248682,0,-Inf,7,1.94591014905531,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",1.2,3.4,0,4.6,0.260869565217391,0.739130434782609,0,0,0,"near reef",25,3.2188758248682,0,-Inf,7,1.94591014905531,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",23.4,2,1.4,26.8,0.873134328358209,0.0746268656716418,0.0522388059701493,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",23.6,2,1.2,26.8,0.880597014925373,0.0746268656716418,0.0447761194029851,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",24.8,2,0,26.8,0.925373134328358,0.0746268656716418,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",27.2,0,0,27.2,1,0,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",27.2,0,0,27.2,1,0,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",27.2,0,0,27.2,1,0,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",27.2,0,0,27.2,1,0,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",20.6,0,0,20.6,1,0,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",20.6,0,0,20.6,1,0,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",20.6,0,0,20.6,1,0,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",20.6,0,0,20.6,1,0,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",27.2,0,0,27.2,1,0,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",27.2,0,0,27.2,1,0,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",27.2,0,0,27.2,1,0,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",27.2,0,0,27.2,1,0,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus rubrioperculatus","Small","2016","absent",13.4,8.4,4.8,26.6,0.503759398496241,0.31578947368421,0.180451127819549,4,10,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",19.7,0,1.6,21.3,0.924882629107981,0,0.0751173708920188,1,1,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",21.4,0,1.8,23.2,0.922413793103448,0,0.0775862068965517,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus rubrioperculatus","Small","2016","absent",7.6,0,0,7.6,1,0,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",8.6,0,0,8.6,1,0,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",0,3,0,3,0,1,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus rubrioperculatus","Small","2016","absent",7,0,0,7,1,0,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",20.8,0,0,20.8,1,0,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",0.6,1.4,0,2,0.3,0.7,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",0,13.6,0,13.6,0,1,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",11,2,0,13,0.846153846153846,0.153846153846154,0,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",10.6,1.8,2,14.4,0.736111111111111,0.125,0.138888888888889,0,0,"near reef",25,3.2188758248682,0,-Inf,22,3.09104245335832,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",17.8,1.4,0,19.2,0.927083333333333,0.0729166666666667,0,0,0,"near reef",25,3.2188758248682,0,-Inf,13,2.56494935746154,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",0,4.8,0,4.8,0,1,0,0,0,"near reef",25,3.2188758248682,0,-Inf,13,2.56494935746154,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",0,3.2,0,3.2,0,1,0,0,0,"near reef",25,3.2188758248682,0,-Inf,13,2.56494935746154,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",0,6,0,6,0,1,0,0,0,"near reef",25,3.2188758248682,0,-Inf,13,2.56494935746154,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",0,5.2,0,5.2,0,1,0,0,0,"near reef",25,3.2188758248682,0,-Inf,13,2.56494935746154,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",2,1.4,0,3.4,0.588235294117647,0.411764705882353,0,0,0,"near reef",25,3.2188758248682,0,-Inf,13,2.56494935746154,"ASH055"
"Lethrinus rubrioperculatus","Small","2016","absent",10.4,15,0,25.4,0.409448818897638,0.590551181102362,0,0,0,"near reef",25,3.2188758248682,0,-Inf,13,2.56494935746154,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",2.2,1.8,0,4,0.55,0.45,0,0,0,"near reef",25,3.2188758248682,0,-Inf,13,2.56494935746154,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",1.8,2.2,0,4,0.45,0.55,0,0,0,"near reef",25,3.2188758248682,0,-Inf,13,2.56494935746154,"ASH055"
"Lethrinus rubrioperculatus","Small","2016","absent",0,4.6,0,4.6,0,1,0,0,0,"near reef",25,3.2188758248682,0,-Inf,13,2.56494935746154,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",21,3.2,0.8,25,0.84,0.128,0.032,0,0,"near reef",25,3.2188758248682,0,-Inf,13,2.56494935746154,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",0,3.4,0,3.4,0,1,0,0,0,"near reef",25,3.2188758248682,0,-Inf,13,2.56494935746154,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",0,15.8,4.8,20.6,0,0.766990291262136,0.233009708737864,1,1,"near reef",25,3.2188758248682,0,-Inf,13,2.56494935746154,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",3.2,2.4,0,5.6,0.571428571428572,0.428571428571429,0,0,0,"near reef",25,3.2188758248682,0,-Inf,13,2.56494935746154,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",0,11.6,3.6,15.2,0,0.763157894736842,0.236842105263158,1,2,"near reef",25,3.2188758248682,0,-Inf,10,2.30258509299405,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",1.8,10.6,0,12.4,0.145161290322581,0.854838709677419,0,0,0,"near reef",25,3.2188758248682,0,-Inf,10,2.30258509299405,"ASH055"
"Lethrinus semicinctus","Small","2016","absent",9.4,2.4,0,11.8,0.796610169491525,0.203389830508475,0,0,0,"near reef",25,3.2188758248682,0,-Inf,12,2.484906649788,"ASH055"
"Lutjanus bohar","Medium","2016","absent",0,8.6,0,8.6,0,1,0,0,0,"reef",5.3,1.66770682055808,0,-Inf,1,0,"ASH025"
"Lutjanus bohar","Medium","2016","absent",0,1.8,0,1.8,0,1,0,0,0,"reef",5.3,1.66770682055808,0,-Inf,1,0,"ASH025"
"Aprion virescens","Large","2016","absent",5,12.2,0,17.2,0.290697674418605,0.709302325581395,0,0,0,"near reef",27,3.29583686600433,0,-Inf,2,0.693147180559945,"ASH068"
"Lethrinus olivaceus","Medium","2016","absent",1.2,8.8,0,10,0.12,0.88,0,0,0,"near reef",27,3.29583686600433,0,-Inf,2,0.693147180559945,"ASH068"
"Aprion virescens","Large","2016","absent",0,9.8,0,9.8,0,1,0,0,0,"near reef",27,3.29583686600433,0,-Inf,2,0.693147180559945,"ASH068"
"Carangoides orthogrammus","Medium","2016","absent",0,4,0,4,0,1,0,0,0,"near reef",27,3.29583686600433,0,-Inf,3,1.09861228866811,"ASH068"
"Lethrinus olivaceus","Medium","2016","absent",16.8,13,0,29.8,0.563758389261745,0.436241610738255,0,0,0,"near reef",27,3.29583686600433,0,-Inf,3,1.09861228866811,"ASH068"
"Aprion virescens","Large","2016","absent",0,9,0,9,0,1,0,0,0,"near reef",27,3.29583686600433,0,-Inf,3,1.09861228866811,"ASH068"
"Lethrinus olivaceus","Medium","2016","absent",0,5.4,0,5.4,0,1,0,0,0,"near reef",27,3.29583686600433,0,-Inf,3,1.09861228866811,"ASH068"
"Lethrinus olivaceus","Medium","2016","absent",0,8.4,0,8.4,0,1,0,0,0,"near reef",27,3.29583686600433,0,-Inf,1,0,"ASH068"
"Caranx melampygus","Large","2016","absent",0,6.6,0,6.6,0,1,0,0,0,"near reef",27,3.29583686600433,0,-Inf,1,0,"ASH068"
"Lethrinus olivaceus","Medium","2016","absent",10.8,34.6,0,45.4,0.237885462555066,0.762114537444934,0,0,0,"near reef",27,3.29583686600433,0,-Inf,2,0.693147180559945,"ASH068"
"Carangoides orthogrammus","Medium","2016","absent",2.4,15.8,0,18.2,0.131868131868132,0.868131868131868,0,0,0,"near reef",27,3.29583686600433,0,-Inf,2,0.693147180559945,"ASH068"
"Lethrinus olivaceus","Medium","2016","absent",0,4.8,0,4.8,0,1,0,0,0,"near reef",27,3.29583686600433,0,-Inf,1,0,"ASH068"
"Gymnocranius grandoculis","Medium","2016","absent",12,9.6,0,21.6,0.555555555555555,0.444444444444444,0,0,0,"near reef",27,3.29583686600433,0,-Inf,2,0.693147180559945,"ASH108"
"Lethrinus microdon","Medium","2016","absent",0,5.4,0,5.4,0,1,0,0,0,"near reef",27,3.29583686600433,0,-Inf,2,0.693147180559945,"ASH108"
"Gymnocranius grandoculis","Medium","2016","absent",0,3.2,0,3.2,0,1,0,0,0,"near reef",27,3.29583686600433,0,-Inf,2,0.693147180559945,"ASH108"
